,0
1146,"Antrunk sehr süß , womöglich das süßeste helle Vollbier , das ich kenne ."
1147,"Körper wässrig-säuerlich , fast wie Mineralwasser ."
1148,Im Abgang dann dezent malzig und leicht herb – hier gefällt es mir am besten .
1149,"Absolut süffig und massenhaft trinkbar , aber für meinen Geschmack zu süß und zu wenig Würze ."
1150,Sollte am Besten im Glas getrunken werden .
1151,"Das Bier ist einen Blick wert , weil es sich von anderen Hellen unterscheidet , ist aber insgesamt überbewertet ."
1152,"Wer es etwas würziger mag , sollte lieber zum Edelstoff greifen ."
1153,Einfach unschlagbar
1154,20. 5. 2015 : Ich nehm' bei jeder Neubetrachtung merkwürdigerweise einen Öffner weg .
1155,Diese Verbindung aus einer netten Hopfigkeit und geschmeidiger Süsse in seiner Milde läuft zwar wie Manna .
1156,Aber mit zunehmernder sommerlicher Wärme wird mir das auch - ums mal niederrheinisch auszudrücken - etwas zu plörrig .
1157,Oder zu viel .
1158,"Steht bei mir in dieser Süsse , die ich gerade wahrnehme , schwer unter Haupthaaransatzschmerzen- und Fuselverdacht ."
1159,"Mein derzeitiges Fazit : Ein Bier , das eher im Winter oder bei kühlerem Sommerklima glücklich macht ."
1160,"Im Sommer verträgt ein Biergetränk mehr Kernigkeit und Säure . 12. 3. 2015 : s'ist schwer , das Geheimnis dieses Biers zu ergründen ."
1161,Es ist beginnend immer so leicht und prickelnd wie ein Schluck ausm Bergbach auf 'ner Wanderung .
1162,Geschmacklich wird's nie auch nur ein Hauch derb .
1163,"Aber bei der zweiten Halben stellen sich eine leichte Herbe und schöne Würze ein , die sehr gefallen und ausgezeichnet miteinander können ."
1164,"Schätze , das begründet seine Beliebtheit und s'braucht Sorgfalt und Können ein Helles so zu machen ."
1165,"Nichts besonders Besonderes , aber in seiner Art sehr Schönes mit schönem Aroma ."
1166,Deshalb mit etwas Laune : neun Öffner .
1167,Hat wesentlich mehr Charakter als der sonstige Münchner Einheitssoach .
1168,Schmeckt auch nach Jahren noch .
1169,"Kreidebleiche Farbe , nicht übertrieben würzig ."
1170,Das beste Helle der Welt .
1171,Mehr brauch man nicht sagen .
1172,"Für mich eines der besten Biere einer deutschen Großbrauerei , die sich klar von den anderen Münchner Brauereien abhebt ."
1173,"Endlich habe ich dieses Bier mal bekommen , bei uns ."
1174,Jetzt konnte ich es auch verkosten .
1175,Ich trinke gerne Lagerbiere und habe durchaus hohe Ansprüche .
1176,Diesmal sage ich nicht viel zum Aussehen und Geschmack .
1177,"Ich sage nur , dieses Bier ist wunderbar ."
1178,Ein sehr sehr gutes Lager . 10/10 Punkte LG
1179,"Süffiges Bier , das Label gefällt mir nicht ."
1180,7 Points .
1181,Die Optik der Flasche .. naja klassisch .
1182,"Dem einen gefällt es , ich finde es etwas altbacken ."
1183,Gibt aber weit schlimmere und vor allem langweiligere Flaschen .
1184,Das Bier selbst ist recht hell mit einer schönen stabilen Krone .
1185,Riecht doch recht hopfig mit einer leicht süßen Zwischennote .
1186,Geschmacklich sehr ausgewogen .
1187,Keine Extreme .
1188,"Die Kohlensäure ist gut , das Bier ist nicht zu mild , nicht wirklich herb , recht voll vom Körper ."
1189,"Ein wirklich gelungenes Helles , dass viele Geschmäcker trifft ."
1190,"Aber genau das , trennt es von einem perfekten Bier"
1191,Die Wahrheit liegt wie so oft in der Mitte .
1192,Kein Superbier und für mich auch nicht das Beste aus Bayern .
1193,"Die Krone feinperlig , aber doch nicht sehr stabil ."
1194,"Süffig mit Zitrusnoten , harmonisch , doch es fehlt das gewisse Etwas ."
1195,"Sehr gutes Helles , viel gibts nicht mehr zu sagen oder ?"
1196,Eure ganzen Bewertungen können nicht trügen !
1197,"Ein , wie ich finde zu Unrecht in die Höhe gehobenes Bier ."
1198,"Typisch Hell , aber nicht besonders ."
1199,Schließe mich Lomovogt vollkommen an .
1200,Optik und Haptik : Typische Helles-Flasche .
1201,"Am Etikett sollte man was machen , das sieht meiner Meinung nach wirr aus ."
1202,Die Farben passen nicht zueinander und man kann die Überschrift schlecht lesen .
1203,Trinkverhalten ; Beim Öffnen verströmt es einen leichten Stroh-Geruck .
1204,Im Antrunk recht leer und völlig frei von Hopfengeschmack .
1205,Danach aber schön malzig und langanhaltend geschmackvoll .
1206,Ich habe auch eine leicht süßliche Note geschmeckt .
1207,Ausgewogene Kohlensäure .
1208,Nebenwirkungen ; Nichts festzustellen .
1209,Aufstoßen : Nichts zu vermelden .
1210,Kam dann erst beim Lech :)
1211,"Klar , ein solides bayrisches Helles , aber den Spitzenplatz sehe ich hier nicht ."
1212,Da gibt es besseres aus München und Umgebung .
1213,"Ausgewogen malzig und unauffällig , ein Konsens-Bräu für Hipster-Parties ."
1214,"Endlich darf ich auch mal das beliebteste Bier aus Deutschland verkosten , ... zumindest , was diese Homepage angeht ."
1215,"Schick siehts aus , netter Mönch , urige Europulle ."
1216,"Leicht muffiger Geruch , mit brotigen Beiklängen ."
1217,"Riecht wie der Beistellherd , auf dem Oma grad frisches Weißbrot gebacken hat ."
1218,Schmecken tut es nicht ganz so intensiv wie es riecht .
1219,Es ist ein Bier zum wegschlabbern .
1220,"Antrunk malzig , mild ."
1221,Gerade genug gehopft .
1222,"Süffig , dass es kracht ."
1223,Mehr muss man dazu eigentlich nicht sagen .
1224,Bayreuther gefällt mir aufgrund stärkeren Körpers allerdings mehr .
1225,"Das Augustiner ist ausgezeichnet , mir persönlich im Körper und der Würzigkeit aber zu schwach ."
1226,Getreidige Noten dominieren zu jeder Zeit .
1227,Schmeckt irgendwie teilweise wie so ein Getreide-Aufbauprodukt à la Rotbäckchen ... oder Brottrunk oder sowas .
1228,"Naja , ... jammern auf hohem Niveau ."
1229,"Ein leckeres Helles , das über dem Chiemseer , aber unter dem Bayreuther und dem Tegernseer angesiedelt werden dürfte ."
1230,"Neuverkostung Selbe Aufmachung , strohgelbe Farbe , blank filtriert ."
1231,"Sehr feine Schaumkrone , die sich lange hält ."
1232,"Bouquet kernig , getreidig und brotig ."
1233,Üblicher Geruch eines bayrischen Hellen .
1234,Leicht herbe Hopfenaromen kann man auch in der Nase erahnen .
1235,"Antrunk minimal süßlich , sehr mild , wenig rezent ."
1236,"Selbe Spundung wie beim letzten Test , Würzigkeit ist gut , das Bier kommt mir ein wenig vollmundiger vor als beim letzten mal ."
1237,"Die Würzigkeit nehme ich auch besser wahr als letztes mal , der Malzcharakter ist dieses Mal eher süßlich ."
1238,"Süffigkeit ist natürlich konstant gleichbleibend , das macht dieses Bier ja so berühmt ."
1239,Hopfen ist nach wie vor sehr schwach vertreten .
1240,"Leckeres leicht süßliches Bier , angenehm zu trinken , aber irgendwie fehlt das Abenteuer ."
1241,"Gutes Helles , wie man es sich wünscht ."
1242,"Sehr lecker und rund , leicht süßlich und mild im Abgang ."
1243,Das Bier ist sehr mild & schmeckt irgendwie nach kaum was .
1244,Zumindest ich kann kaum irgendwas raus schmecken .
1245,Es schmeckt sehr frisch & etwas würzig .
1246,"Vielleicht sind meine Geschmacksnerven durch die ganzen "" Fernsehbiere "" schon so versaut ?"
1247,"Schlecht schmeckt es nicht , aber mein Lieblingsbier wird es nicht werden ."
1248,"In einer Euroflasche abgefüllt steht das "" Augustiner Lagerbier Hell "" , welches in München gebraut wird ."
1249,Das Aussehen des Helles ist sehr gut : Ein blankes Goldgelb und eine schön ausdefinierte Schaumkrone .
1250,"Eine gute Würzigkeit ist zu riechen , der erste Schluck ist dann aber ziemlich mild ."
1251,Der Antrunk ist schön malzig und leicht kernig .
1252,Schon nach kürzester Zeit schmeckt man eine ungeheure Süffigkeit .
1253,"Leicht süßlich , fein malzig und nur mäßig gehopft , die Aromen sind aber noch ausreichend dosiert ."
1254,Schön erfrischend ist das Bier wegen der ordentlichen Menge Kohlensäure .
1255,"Ja , es schmeckt ganz gut ."
1256,"Urig finde ich dieses Augustiner Hell nun nicht , aber es hat wenigstens einen gepflegten Eigengeschmack ."
1257,"Süffig , rund , gehört in den Kühlschrank !"
1258,"Sehr schön Hopfig im Geschmack , doch mit recht viel Kohlensäure ."
1259,Nach diesen ganze IPAs kommt man mal wieder auf den Boden der Tatsachen zurück .
1260,Das ist was reelles .
1261,"Ein schönes , Süffiges helles bier ."
1262,"der schaum steht sehr lange und ist sehr fest . schöne goldene farbe . sehr mild im antrunk und würzig . schmeckt sehr frisch . der hopfen hät sich sehr zurück . pilstrinker müssen sich daran erst gewöhnen . lässt sich gut trinken . das ist das bier wenn man an "" helles "" denkt . viel besser geht nicht mehr . das einzige bier , welches noch besser schmeckt , ist der augustiner edelstoff ."
1263,"Das beste Bier der Welt , mehr kann man nicht darüber sagen !"
1264,Passt zu jeder Gelegenheit .
1265,"Und in München gibt es viele Gelegenheiten , ein Bierli zu öffnen ."
1266,Deshalb vermutlich eines der beliebtesten Biere in München ..
1267,Ein Helles .
1268,Ich mag Helles .
1269,Nur warum ist hier das Glas immer so schnell leer ?
1270,Das beste bier ever
1271,"Das Augustiner - für viele Biertrinker irgendwie ein absolut vergöttertes Kultbier , welches weit außerhalb Münchens bekannt ist , teilweise sogar in Berlin ."
1272,"Nun ja , dann probieren wir das mal ."
1273,"Ich weiss , ich mache mir nun sicherlich viele Feinde , aber ich nehme mir mal kein Blatt vor den Mund : Diesem Bier kann ich nicht wirklich viel abgewinnen ."
1274,Trotz der Mühen des Braumeisters und der angeblichen Verwendung traditioneller Rezepturen aus dem Augustinerkloster ist das Endprodukt bestenfalls mittelmäßig .
1275,"Was bei diesem Bier als erstes auffällig , ist ein eigenartiger süßlich-fruchtiger Beigeschmack , der weder an typische Malz- noch an typische Hopfenaromen erinnert ."
1276,"Da auch weiterhin kaum Herbe folgt , bleibt der Obstgeschmack auch im Abgang bestehen ."
1277,"Es gesellt sich höchstens eine typisch bierige , leichte Würzigkeit hinzu ."
1278,Alles in einem schmeckt das Bier sehr eigenartig und höchst gewöhnungsbedürftig .
1279,"Vielleicht muss man in Oberbayern aufgewachsen sein , um am Augustiner Gefallen zu finden - für mich als Franken ist das jedenfalls nix ."
1280,So muss ein Helles schmecken .
1281,"Schön süffig , angenehm malzig , mit milden Hopfennoten ."
1282,"Man schmeckt ihn , aber er drängt sich nicht auf ."
1283,Das Bier ist generell nicht zu herb und für mich der Inbegriff eines Hellen !
1284,Ein sehr gutes Helles !
1285,Eine sehr schöne Flasche entlädt ein sehr helles Bier ins Glas .
1286,"Selbiges schmeckt angenehm herb , sehr frisch , die Konsistenz der Kohlensäure verstärkt die Süffigkeit ."
1287,Gutes Bier .
1288,8 Punkte .
1289,"Seit Ewigkeiten mal wieder getrunken , die kantige Kohlensäure ergab mit der dumpfen Malzwürze , in die nur schwache Süße einfloss , ein eher mäßiges Bild ."
1290,Mehr als 6 waren das nicht .
1291,Augustiner Hell das beste Bier aus Bayern .
1292,Schönes mildes Hopfenaroma mit malzigem Abgang .
1293,"Sehr sehr süffig , gutes helles Bier ."
1294,Auch hier setzt Augustiner einen Bench Mark !
1295,"Allerdings nicht mein Bier , denn wer auf Bock steht ..."
1296,Für meinen Geschmack das beste Bier für jeden Tag ...
1297,"2. Verkostung 2016 : Seit langer Zeit wieder einmal getrunken , hat mich das Augustiner Lager enttäuscht ."
1298,"Das hellgelbe , blanke Bier riecht getreidig ."
1299,"Im Durchgang bietet es malzige aber auch getreidig süße Aromen , die mir etwas muffig vorkommen ."
1300,Im Abgang kann ich den Hopfen aus der ersten Verkostung überhaupt nicht mehr wiedererkennen .
1301,Das ist zwar typisch bayrisches Helles aber immerhin war mir der Hopfen vor drei Jahren noch aufgefallen .
1302,Also entweder hat sich mein Geschmack verändert oder das Bier .
1303,60 % 1. Verkostung 2013 : Farbe goldgelb .
1304,Geruch intensiv hopfig .
1305,Rezenz schwach .
1306,"Der Geschmack ist sehr ausgewogen und harmonisch , eine ganz leichte Restsüße wird von einem stärkeren Hopfengeschmack dominiert ."
1307,Trotzdem nicht zu stark gehopft .
1308,Spitzenbier .
1309,100 %
1310,"Perfekt , mein Lieblingsbier , erfrischend und süffig"
1311,"Eines der besten bayerischen Biere , zu jeder Gelegenheit die richtige Wahl ."
1312,Das Augistiner Hell ist IMO massiv überbewertet .
1313,Ein wirklich gutes Helles ist zum Beispiel das Glocken Hell aus Weißenohe : Dekoktion !
1314,Perfekt !
1315,"Mittlerweile trinke ich es nicht mehr ganz so häufig , weil ich dank der Bierbasis lieber verschiedenste Biere versuche ."
1316,"Aber immer , wenn man auf das Augustiner Helle zurückgreift , kann man sich auf den Top-Geschmack verlassen ."
1317,Es ist einfach Bombe .
1318,"Nur meistens trink ich davon soviel , dass es trotz bester Qualität am nächsten Morgen trotzdem ein böses Erwachen gibt ."
1319,"Also , das nächste Mal lieber eine Flasche weniger , dafür bewusster genießen ..."
1320,"Ein mildes Helles , typisch aber trotzdem interessant ."
1321,Ich genieße es als Feierabendbier und finde man kann es durchaus weiterempfehlen .
1322,Gutes Lagerbier .
1323,Schön süffig .
1324,"Schöne gelbe Farbe , einfach Klasse !"
1325,Geniales Bier !
1326,Göttlich !
1327,Klassiker an der Isar .
1328,"Immer gut , fast immer lecker ."
1329,Mittlerweile in ganz Deutschland erhältlich .
1330,Marketing Wunder !
1331,"Etwas metallisch am Anfang und etwas säuerlich , süß am Ende ."
1332,"Für einen ganzen Abend fehlt mir der Charakter , sprich die Vielfalt im Glas ."
1333,Ein sehr gutes Bier .
1334,Süffig ohne Ende .
1335,Wahrscheinlich das Helle Bier woran sich die anderen messen sollten .
1336,Es sollte am Besten kalt genossen werden .
1337,Die Schaumkrone hält nicht sonderlich lang .
1338,"Der Preis ist mit fast einem Euro die Flasche allerdings so hoch , dass man es wirklich nur zum Genießen trinken sollte ."
1339,Zum Saufen gibt es günstigere Alternativen die diesem Bier in fast nichts nachstehen .
1340,"Einfach ein sehr gutes Bier was man zu allen gelegenheiten trinken kann ob auf Partys , zum Grillen oder als Feierabend bier"
1341,So gut das Augustiner auch ist - leider hab ich bei übermäßigem Verzehr öfter mal Kopfschmerz-Erfahrungen damit machen müssen .
1342,"Also lieber ein bisschen zurückhalten und ein , zwei weniger trinken - dafür mit Bedacht genießen ..."
1343,Gehört für mich zum Sommer wie die Bayern-Meisterschaftsfeier und Grillen im Park !
1344,Die Flasche ist in München schon fast modisches Accessoire !
1345,today's best from this brewery .... but not the best in it's kind .
1346,Easy to drink but it must be fresh made and tapped in the right way
1347,Nennt mich verrückt - das meist überschätze Bier das ich kenne !
1348,Mehr als 1 Glas kann man nicht trinken ohne am nächsten Tag mit Kopfschmerzen aufzuwachen !
1349,Wundervolles süffiges Bier für warme Tage .
1350,"Muss auch nicht topgekühlt sein um gut zu schmecken , kann man also auch gut auf eine Wanderung mitnehmen !"
1351,Absolutes Lieblingsbier !
1352,"bestes münchner hell auf dem markt . jahrelang lieblingsbier qua herkunft und geburt . sympathische begrüßung mit weichem , süffigem hopfen . warm getrunken ( ca. 17grad ) im winter auch schwerstens zu empfehlen . da kommt das aroma nochmal ganz anders als gekühlt im sommer . ist in meinen top5 , bekommt aber keine 10 , sondern 9 , weils luft nach oben braucht ..."
1353,"Einfach , bayrisch gut !"
1354,Gut !
1355,"Keine Offenbarung , aber kann man immer wieder trinken ."
1356,"Nichts für heiße Tage , aber perfekt für gemütliche Kneipenabende !"
1357,"Man kriegt es überall , alle lieben es , aber es hat schon nen krassen Nachgeschmack ."
1358,Nach 2 Flaschen Augustiner kriegt man das Aroma gar nicht mehr los .
1359,Und dann wirds richtig unangenehm .
1360,Außerdem brettert es am Tag danach mächtig im Oberstübchen .
1361,Aber die Flasche ist halt ein echter Hungucker ...
1362,Super .
1363,Neben dem Hellen von Tegernseer mein Hausbier .
1364,Noch besser frisch vom Holzfass - vorzugsweise in den Augustiner Bräustuben .
1365,Einfach super .
1366,Mittlerweile kriegt man es selbst in Berlin an jeder Ecke nachgeschmissen ...
1367,"Wenn man Pilsner Urquell und Staropramen gewöhnt ist , ist einem das Augustiner schon fast zu süßlich ."
1368,Aber immer noch ein top Bier ...
1369,"hmm , bin wohl einer der wenigen der den Hype um das Gebräu nicht nachvollziehen kann ."
